,Term
464,earthquak
465, tsunami 
466,technolog
467,crisi
468,technolog
469,crise
470,caus
471,human
472,applic
473,scienc
474,technology 
475,technolog
476,accid
477,inevit
478,occur
479,technolog
480,becom
481,complex
482,coupl
483,someth
484,goe
485,wrong
486,system
487,whole
488, technolog
489,breakdowns  
490,some
491,technolog
492,crise
493,occur
494,human
495,error
496,caus
497,disrupt
498, human
499,breakdowns  
500,peopl
501,tend
502,assign
503,blame
504,technolog
505,disast
506,technolog
507,subject
508,human
509,manipul
510,wherea
511,hold
512,anyon
513,respons
514,natur
515,disaster 
516,when
517,accid
518,creat
519,signific
520,environment
521,damage 
522,crisi
523,categor
524,megadamage 
525,sampl
526,includ
527,softwar
528,failures 
529,industri
530,accidents 
531,oil
532,spills 
533,examples 
534,chernobyl
535,disaster 
536,exxon
537,valdez
538,oil
539,spill 
540,heartble
541,secur
542,bug
543,confront
544,crisi
545,confront
546,crisi
547,occur
548,discont
549,individu
550,and or
551,group
552,fight
553,businesses 
554,government 
555,variou
556,interest
557,group
558,win
559,accept
560,demand
561,expectations 
562,the
563,common
564,type
565,confront
566,crisi
567,boycotts 
568,type
569,picketing 
570,sit ins 
571,ultimatum
572,authority 
573,blockad
574,occup
575,buildings 
576,resist
577,disobey
578,police 
579,example 
580,rainbow push 
581, peopl
582,unit
583,serv
584,humanity 
585,boycott
586,nike
587,crisi
588,malevol
589,an
590,organ
591,face
592,crisi
593,malevol
594,oppon
595,miscreant
596,individu
597,use
598,crimin
599,mean
600,extrem
601,tactic
602,purpos
603,express
604,hostil
605,anger
606,toward 
607,seek
608,gain
609,from 
610,company 
611,country 
612,econom
613,system 
614,perhap
615,aim
616,destabil
617,destroy
618,it 
619,sampl
620,crisi
621,includ
622,product
623,tampering 
624,kidnapping 
625,malici
626,rumors 
627,terrorism 
628,cybercrim
629,espionage 
630,example 
631,1982
632,chicago
633,tylenol
634,murder
635,crisi
636,organiz
637,misde
638,crisi
639,occur
640,manag
641,take
642,action
643,know
644,harm
645,place
646,stakehold
647,risk
648,harm
649,without
650,adequ
651,precautions 
652,lerbing
653,specifi
654,three
655,differ
656,type
657,crise
658,organiz
659,misdeeds 
660,crise
661,skew
662,manag
663,values 
664,crise
665,deception 
666,crise
667,manag
668,misconduct 
669,crise
670,skew
671,manag
672,valu
673,crisi
674,decept
675,crisi
676,manag
677,misconduct
678,workplac
679,violenc
680,crise
681,occur
682,employe
683,former
684,employe
685,commit
686,violenc
687,employe
688,organiz
689,grounds 
690,example 
691,dupont 
692,lycra
693,rumor
694,fals
695,inform
696,organ
697,product
698,creat
699,crise
700,hurt
701,organization 
702,reputation 
703,sampl
704,link
705,organ
706,radic
707,group
708,stori
709,product
710,contaminated 
711,example 
712,procter
713, 
714,gamble 
715,logo
716,controversi
717,crisi
718,leadership
719,alan
720,hilburg 
721,pioneer
722,crisi
723,management 
724,defin
725,organiz
726,crise
727,categor
728,either
729,acut
730,crise
731,chronic
732,crises 
733,hilburg
734,also
735,creat
736,concept
737,crisi
738,arc 
739,erika
740,hay
741,james 
742,organiz
743,psychologist
744,univers
745,virginia 
746,darden
747,graduat
748,school
749,business 
750,identifi
751,two
752,primari
753,type
754,organiz
755,crisis 
756,jame
757,defin
758,organiz
759,crisi
760, ani
761,emot
762,charg
763,situat
764,that 
765,becom
766,public 
767,invit
768,neg
769,stakehold
770,reaction
771,therebi
772,potenti
773,threaten
774,financi
775,well being 
776,reputation 
777,surviv
778,firm
779,portion
780,thereof  
781,sudden
782,crisi
783,smolder
784,crise
785,sudden
786,crisi
787,sudden
788,crise
789,circumst
790,occur
791,without
792,warn
793,beyond
794,institution 
795,control 
796,consequently 
797,sudden
798,crise
799,often
800,situat
801,institut
802,leadership
803,blamed 
804,smolder
805,crisi
806,smolder
807,crise
808,differ
809,sudden
810,crise
811,begin
812,minor
813,intern
814,issu
815,that 
816,due
817,manager 
818,negligence 
819,develop
820,crisi
821,status 
822,these
823,situat
824,leader
825,blame
826,crisi
827,subsequ
828,effect
829,institut
830,question 
831,jame
832,categoris
833,five
834,phase
835,crisi
836,requir
837,specif
838,crisi
839,leadership
840,competencies 
841,each
842,phase
843,contain
844,obstacl
845,leader
846,must
847,overcom
848,improv
849,structur
850,oper
851,organization 
852,james 
853,case
854,studi
855,crisi
856,financi
857,servic
858,sector 
859,example 
860,explor
861,crisi
862,event
863,erod
864,public
865,trust
866,leadership 
867,james 
868,research
869,demonstr
870,leadership
871,compet
872,integrity 
873,posit
874,intent 
875,capability 
876,mutual
877,respect 
878,transpar
879,impact
880,trust build
881,process 
882,signal
883,detect
884,prepar
885,prevent
886,contain
887,damag
888,control
889,busi
890,recoveri
891,learn
892,signal
893,detect
894,signal
895,detect
896,stage
897,crisi
898,leader
899,should 
900,always 
901,sens
902,earli
903,warn
904,signal
905, red
906,flags 
907,suggest
908,possibl
909,crisis 
910,the
911,detect
912,stage
913,crisi
914,include 
915,sense making 
916,repres
917,attempt
918,creat
919,order
920,make
921,sense 
922,retrospectively 
923,occurs 
924,perspective taking 
925,abil
926,consid
927,anoth
928,person 
929,group 
930,point
931,view 
932,prepar
933,prevent
934,it
935,stage
936,crisi
937,handler
938,begin
939,prepar
940,avert
941,crisi
942,foreshadow
943,signal
944,detect
945,stage 
946,hilburg
947,demonstr
948,use
949,impact prob
950,model
951,allow
952,organ
953,fairli
954,accur
955,predict
956,crisi
957,scenarios 
958,he 
959,recogn
960,greatest
961,organiz
962,challeng
963, speak
964,truth
965,power 
966,predict
967,truli
968,worst cas
969,scenarios 
970,organ
971,red
972,cross 
973,primari
974,mission
975,prepar
976,prevent
977,escal
978,crisi
979,events 
980,walmart
981,describ
982,emergency relief
983,standard
984,bearer
985,wit
986,incred
987,speedi
988,well coordin
989,effort
990,get
991,suppli
992,gulf
993,coast
994,unit
995,state
996,anticip
997,hurrican
998,katrina 
999,contain
1000,damag
1001,control
1002,usual
1003,vivid
1004,stage 
1005,goal
1006,crisi
1007,contain
1008,damag
1009,control
1010,limit
1011,reputational 
1012,financial 
1013,safety 
1014,threat
1015,firm
1016,survival 
1017,crisi
1018,handler
1019,work
1020,dilig
1021,stage
1022,bring
1023,crisi
1024,end
1025,quickli
1026,possibl
1027,limit
1028,neg
1029,public
1030,organization 
1031,move
1032,busi
1033,recoveri
1034,phase 
1035,busi
1036,recoveri
1037,when
1038,crisi
1039,hits 
1040,organ
1041,must
1042,abl
1043,carri
1044,busi
1045,midst
1046,crisi
1047,simultan
1048,plan
1049,recov
1050,damag
1051,crisi
1052,caused 
1053,crisi
1054,handler
1055,engag
1056,continu
1057,plan
1058, determin
1059,people 
1060,financial 
1061,technolog
1062,resourc
1063,need
1064,keep
1065,organ
1066,running  
1067,also
1068,activ
1069,pursu
1070,organiz
1071,resilience 
1072,learn
1073,in
1074,wake
1075,crisis 
1076,organiz
1077,decis
1078,maker
1079,adopt
1080,learn
1081,orient
1082,use
1083,prior
1084,experi
1085,develop
1086,new
1087,routin
1088,behavior
1089,ultim
1090,chang
1091,way
1092,organ
1093,operates 
1094,the
1095,best
1096,leader
1097,recogn
1098,purpos
1099,skill
1100,find
1101,learn
1102,opportun
1103,inher
1104,everi
1105,crisi
1106,situation 
1107,crisi
1108,commun
1109,the
1110,effort
1111,taken
1112,organ
1113,commun
1114,public
1115,stakehold
1116,unexpect
1117,event
1118,occur
1119,could
1120,neg
1121,impact
1122,organization 
1123,reputation 
1124,thi
1125,also
1126,refer
1127,effort
1128,inform
1129,employe
1130,public
1131,potenti
1132,hazard
1133,could
1134,catastroph
1135,impact 
1136,there
1137,3
1138,essenti
1139,step
1140,organ
1141,take
1142,prepar
1143,withstand
1144,commun
1145,crisis 
1146,1 
1147,defin
1148,philosophy 
1149,2 
1150,assess
1151,vulnerabilities 
1152,3 
1153,develop
1154,protocol 
1155,model
1156,theori
1157,associ
1158,crisi
1159,manag
1160,crisi
1161,manag
1162,strategi
1163,crisi
1164,manag
1165,strategi
1166, cms 
1167,corpor
1168,develop
1169,strategi
1170,design
1171,primarili
1172,prevent
1173,crisi
1174,follow up
1175,compani
1176,advancement 
1177,thus 
1178,cm
1179,synthesi
1180,strateg
1181,management 
1182,it
1183,includ
1184,project
1185,futur
1186,base
1187,ongo
1188,monitor
1189,busi
1190,intern
1191,extern
1192,environment 
1193,well
1194,select
1195,implement
1196,crisi
1197,prevent
1198,strategi
1199,oper
1200,management 
1201,thi
1202,includ
1203,current
1204,statu
1205,control
1206,base
1207,ongo
1208,monitor
1209,intern
1210,extern
1211,environment 
1212,well
1213,crisis cop
1214,strategi
1215,select
1216,implementation 
1217,crisi
1218,manag
1219,model
1220,success
1221,manag
1222,crisi
1223,requir
1224,understand
1225,handl
1226,crisi
1227, 
1228,begin
1229,occur 
1230,alan
1231,hilburg
1232,speak
1233,crisi
1234,arc 
1235,the
1236,arc
1237,consist
1238,crisi
1239,avoidance 
1240,crisi
1241,mitig
1242,crisi
1243,recovery 
1244,gonzalez herrero
1245,pratt
1246,found
1247,differ
1248,phase
1249,crisi
1250,management 
1251,there
1252,3
1253,phase
1254,crisi
1255,manag
1256,shown
1257,the
1258,diagnosi
1259,impend
1260,troubl
1261,danger
1262,signals 
1263,choos
1264,appropri
1265,turnaround
1266,strategy 
1267,implement
1268,chang
1269,process
1270,monitor
1271,crisi
1272,manag
1273,plan
1274,no
1275,corpor
1276,look
1277,forward
1278,face
1279,situat
1280,caus
1281,signific
1282,disrupt
1283,business 
1284,especi
1285,one
1286,stimul
1287,extens
1288,media
1289,coverage 
1290,public
1291,scrutini
1292,result
1293,neg
1294,financial 
1295,political 
1296,legal
1297,govern
1298,impact 
1299,crisi
1300,manag
1301,plan
1302,deal
1303,provid
1304,best
1305,respons
1306,crisis 
1307,conting
1308,plan
1309,prepar
1310,conting
1311,plan
1312,advance 
1313,part
1314,crisis manag
1315,plan 
1316,first
1317,step
1318,ensur
1319,organ
1320,appropri
1321,prepar
1322,crisis 
1323,crisis manag
1324,team
1325,rehears
1326,crisi
1327,plan
1328,develop
1329,simul
1330,scenario
1331,use
1332,drill 
1333,the
1334,plan
1335,clearli
1336,stipul
1337,peopl
1338,speak
1339,publicli
1340,crisi
1341,design
1342,persons 
1343,compani
1344,spokesperson
1345,crisi
1346,team
1347,members 
1348,ideal
1349,one
1350,spokesperson
1351,avail
1352,call
1353,time 
1354,cooper
1355,media
1356,crucial
1357,crisi
1358,situation 
1359,assur
1360,question
1361,answer
1362,time
1363,inform
1364,done
1365,resolv
1366,situat
1367,provided 
1368,the
1369,first
1370,hour
1371,crisi
1372,break
1373,crucial 
1374,work
1375,speed
1376,effici
1377,important 
1378,plan
1379,indic
1380,quickli
1381,function
1382,performed 
1383,when
1384,prepar
1385,offer
1386,statement
1387,extern
1388,well
1389,internally 
1390,inform
1391,accur
1392,transparent 
1393,provid
1394,incorrect
1395,manipul
1396,inform
1397,tendenc
1398,backfir
1399,greatli
1400,exacerb
1401,situation 
1402,the
1403,conting
1404,plan
1405,contain
1406,inform
1407,guidanc
1408,help
1409,decis
1410,maker
1411,consid
1412,short term
1413,consequences 
1414,long term
1415,effect
1416,everi
1417,decision 
1418,busi
1419,continu
1420,plan
1421,when
1422,crisi
1423,undoubtedli
1424,caus
1425,signific
1426,disrupt
1427,organization 
1428,busi
1429,continu
1430,plan
1431,help
1432,minim
1433,disruption 
1434,first 
1435,one
1436,must
1437,identifi
1438,critic
1439,function
1440,process
1441,necessari
1442,keep
1443,organ
1444,running 
1445,thi
1446,part
1447,plan
1448,conduct
1449,earliest
1450,stages 
1451,part
1452,busi
1453,impact
1454,analysi
1455,phase
1456,signpost
1457, how
1458,much
1459,organ
1460,stand
1461,lose  
1462, osborne 
1463,a 
1464, 2007  
1465,practic
1466,busi
1467,continu
1468,management 
1469,busi
1470,management 
1471,top
1472,tip
1473,effective 
1474,real world
1475,busi
1476,continu
1477,management  
1478,each
1479,critic
1480,function
1481,or process
1482,must
1483,conting
1484,plan
1485,event
1486,one
1487,functions process
1488,ceas
1489,fails 
1490,business organ
1491,resilient 
1492,provid
1493,mechan
1494,lessen
1495,possibl
1496,invok
1497,recoveri
1498,plan
1499, osborne 
1500,2007  
1501,test
1502,conting
1503,plan
1504,rehears
1505,requir
1506,action
1507,simul
1508,allow
1509,involv
1510,becom
1511,acut
1512,awar
1513,possibl
1514,crisis 
1515,as
1516,result 
1517,event
1518,actual
1519,crisis 
1520,team
1521,member
1522,act
1523,quickli
1524,effectively a
1525,note
1526,caution
1527,plan
1528,train
1529,scenarios 
1530,often
1531,simul
1532,lack
1533,ingenuity 
1534,appropri
1535,level
1536,realism
1537,consequ
1538,potenti
1539,lose
1540,train
1541,value 
1542,thi
1543,part
1544,improv
1545,employ
1546,extern
1547,exercis
1548,design
1549,part
1550,organis
1551,cultur
1552,abl
1553,test
1554,organ
1555,respons
1556,crisis 
1557,order
1558,bring
1559,crisi
1560,confid
1561,manag
1562,vital
1563,system
1564, borodzicz 
1565,edward
1566,p 
1567, 2005  
1568,risk 
1569,crisi
1570, 
1571,secur
1572,management  
1573,follow
1574,simul
1575,exercise 
1576,thorough
1577,systemat
1578,debrief
1579,must
1580,conduct
1581,key
1582,compon
1583,crisi
1584,simulation 
1585,the
1586,purpos
1587,creat
1588,link
1589,draw
1590,lesson
1591,realiti
1592,simul
1593,represent
1594,realiti
1595,real
1596,world 
1597, borodzicz 
1598,2005  
1599,the
1600,whole
1601,process
1602,relat
1603,busi
1604,continu
1605,plan
1606,period
1607,review
1608,identifi
1609,number
1610,chang
1611,may
1612,invalid
1613,current
1614,plan 
1615, osborne 
1616,2007  
1617,structural funct
1618,system
1619,theori
1620,provid
1621,inform
1622,organ
1623,time
1624,crisi
1625,critic
1626,effect
1627,crisi
1628,management 
1629,structural funct
1630,system
1631,theori
1632,address
1633,intricaci
1634,inform
1635,network
1636,level
1637,command
1638,make
1639,organiz
1640,communication 
1641,the
1642,structural funct
1643,theori
1644,identifi
1645,inform
1646,flow
1647,organ
1648, networks 
1649,made
1650,member
1651,  
1652,inform
1653,organ
1654,flow
1655,pattern
1656,call
1657,networks 
1658,diffus
1659,innov
1660,theori
1661,anoth
1662,theori
1663,appli
1664,share
1665,inform
1666,diffus
1667,innov
1668,theory 
1669,develop
1670,everett
1671,rogers 
1672,theori
1673,describ
1674,innov
1675,dissemin
1676,commun
1677,certain
1678,channel
1679,period
1680,time 
1681,diffus
1682,innov
1683,commun
1684,occur
1685,individu
1686,commun
1687,new
1688,idea
1689,one
1690,sever
1691,others 
1692,at
1693,elementari
1694,form 
1695,process
1696,involves 
1697, 1 
1698,innovation 
1699, 2 
1700,individu
1701,unit
1702,adopt
1703,knowledg
1704,experi
1705,use
1706,innovation 
1707, 3 
1708,anoth
1709,individu
1710,unit
1711,yet
1712,knowledg
1713,innovation 
1714, 4 
1715,commun
1716,channel
1717,connect
1718,two
1719,units 
1720,a
1721,commun
1722,channel
1723,mean
1724,messag
1725,get
1726,one
1727,individu
1728,another 
1729,role
1730,apolog
1731,crisi
1732,manag
1733,there
1734,debat
1735,role
1736,apolog
1737,crisi
1738,management 
1739,argu
1740,apolog
1741,open
1742,organ
1743,possibl
1744,legal
1745,consequences 
1746, howev
1747,evid
1748,indic
1749,compens
1750,sympathy 
1751,two
1752,less
1753,expens
1754,strategies 
1755,effect
1756,apolog
1757,shape
1758,people 
1759,percept
1760,organ
1761,take
1762,respons
1763,crisi
1764,strategi
1765,focu
1766,victims 
1767,needs 
1768,the
1769,sympathi
1770,respons
1771,express
1772,concern
1773,victim
1774,compens
1775,offer
1776,victim
1777,someth
1778,offset
1779,suffering  
1780,crisi
1781,leadership
1782,alan
1783,hilburg 
1784,pioneer
1785,crisi
1786,management 
1787,defin
1788,organiz
1789,crise
1790,categor
1791,either
1792,acut
1793,crise
1794,chronic
1795,crises 
1796,hilburg
1797,also
1798,creat
1799,concept
1800,crisi
1801,arc 
1802,erika
1803,hay
1804,james 
1805,organiz
1806,psychologist
1807,univers
1808,virginia 
1809,darden
1810,graduat
1811,school
1812,business 
1813,identifi
1814,two
1815,primari
1816,type
1817,organiz
1818,crisis 
1819,jame
1820,defin
1821,organiz
1822,crisi
1823, ani
1824,emot
1825,charg
1826,situat
1827,that 
1828,becom
1829,public 
1830,invit
1831,neg
1832,stakehold
1833,reaction
1834,therebi
1835,potenti
1836,threaten
1837,financi
1838,well being 
1839,reputation 
1840,surviv
1841,firm
1842,portion
1843,thereof  
1844,sudden
1845,crisi
1846,smolder
1847,crise
1848,unequ
1849,human
1850,capit
1851,theori
1852,jame
1853,postul
1854,organiz
1855,crisi
1856,result
1857,discrimin
1858,lawsuits 
1859,james 
1860,theori
1861,unequ
1862,human
1863,capit
1864,social
1865,posit
1866,deriv
1867,econom
1868,theori
1869,human
1870,social
1871,capit
1872,conclud
1873,minor
1874,employe
1875,receiv
1876,fewer
1877,organiz
1878,reward
1879,access
1880,execut
1881,management 
1882,in
1883,recent
1884,studi
1885,manag
1886,fortun
1887,500
1888,company 
1889,race
1890,found
1891,predictor
1892,promot
1893,opportun
1894,lack
1895,thereof 
1896,thus 
1897,discrimin
1898,lawsuit
1899,invit
1900,neg
1901,stakehold
1902,reaction 
1903,damag
1904,company 
1905,reputation 
1906,threaten
1907,corpor
1908,survival 
1909,social
1910,media
1911,crisi
1912,manag
1913,social
1914,media
1915,acceler
1916,speed
1917,inform
1918,crisi
1919,spread 
1920,the
1921,viral
1922,effect
1923,social
1924,network
1925,twitter
1926,mean
1927,stakehold
1928,break
1929,news
1930,faster
1931,tradit
1932,media
1933, 
1934,make
1935,manag
1936,crisi
1937,harder 
1938,thi
1939,mitig
1940,right
1941,train
1942,polici
1943,place
1944,well
1945,right
1946,social
1947,media
1948,monitor
1949,tool
1950,detect
1951,sign
1952,crisi
1953,breaking 
1954,social
1955,media
1956,also
1957,give
1958,crisi
1959,manag
1960,team
1961,access
1962,real tim
1963,inform
1964,crisi
1965,impact
1966,stakehold
1967,sentiment
1968,issu
1969,concern
1970,them 
1971,the
1972,crisi
1973,manag
1974,mantra
1975,lanni
1976,davis 
1977,former
1978,counsellor
1979,bill
1980,clinton
1981, tell
1982,early 
1983,tell
1984,all 
1985,tell
1986,yourself  
1987,a
1988,strategi
1989,employ
1990,clinton
1991,white
1992,hous
1993,1996
1994, 
1995,1998 
1996,break
1997,organis
1998,plan
1999,approach
2000,releas
2001,inform
2002,media
2003,event
2004,crisis 
2005,a
2006,media
2007,reaction
2008,plan
2009,includ
2010,compani
2011,media
2012,repres
2013,part
2014,crisi
2015,manag
2016,team
2017, cmt  
2018,sinc
2019,alway
2020,degre
2021,unpredict
2022,crisis 
2023,best
2024,cmt
2025,member
2026,understand
2027,deal
2028,media
2029,prepar
2030,so 
2031,thrust
2032,situation in
2033,2010
2034,procter
2035, 
2036,gambl
2037,co
2038,call
2039,report
2040,new
2041,pamper
2042,dri
2043,max
2044,caus
2045,rash
2046,skin
2047,irrit
2048, complet
2049,false 
2050,aim
2051,contain
2052,public
2053,relat
2054,threat
2055,biggest
2056,diaper
2057,innov
2058,25
2059,years 
2060,a
2061,facebook
2062,group
2063,call
2064, pamper
2065,bring
2066,back
2067,old
2068,cruisers swaddlers 
2069,rose
2070,4 500
2071,members 
2072,pamper
2073,deni
2074,alleg
2075,state
2076,two
2077,complaint
2078,receiv
2079,everi
2080,one
2081,million
2082,diaper
2083,sold 
2084,pamper
2085,quickli
2086,reach
2087,peopl
2088,express
2089,concern
2090,via
2091,social
2092,media 
2093,pamper
2094,even
2095,held
2096,summit
2097,four
2098,influenti
2099, mommi
2100,bloggers  
2101,help
2102,dispel
2103,rumour 
2104,pamper
2105,act
2106,quickli
2107,decis
2108,emerg
2109,crisis 
2110,competitor
2111,critic
2112,alik
2113,could
2114,fuel
2115,fire
2116,further 
2117,exampl
2118,success
2119,crisi
2120,manag
2121,tylenol
2122, johnson
2123,johnson 
2124,in
2125,fall
2126,1982 
2127,murder
2128,ad
2129,65
2130,milligram
2131,cyanid
2132,tylenol
2133,capsul
2134,store
2135,shelves 
2136,kill
2137,seven
2138,people 
2139,includ
2140,three
2141,one
2142,family 
2143,johnson
2144, 
2145,johnson
2146,recal
2147,destroy
2148,31
2149,million
2150,capsul
2151,cost
2152, 100
2153,million 
2154,the
2155,affabl
2156,ceo 
2157,jame
2158,burke 
2159,appear
2160,televis
2161,ad
2162,news
2163,confer
2164,inform
2165,consum
2166,company 
2167,actions 
2168,tamper resist
2169,packag
2170,rapidli
2171,introduced 
2172,tylenol
2173,sale
2174,swiftli
2175,bounc
2176,back
2177,near
2178,pre crisi
2179,levels when
2180,anoth
2181,bottl
2182,taint
2183,tylenol
2184,discov
2185,store 
2186,took
2187,matter
2188,minut
2189,manufactur
2190,issu
2191,nationwid
2192,warn
2193,peopl
2194,use
2195,medic
2196,capsul
2197,form 
2198,odwalla
2199,food
2200,when
2201,odwalla 
2202,appl
2203,juic
2204,thought
2205,caus
2206,outbreak
2207,e 
2208,coli
2209,infection 
2210,compani
2211,lost
2212,third
2213,market
2214,value 
2215,in
2216,octob
2217,1996 
2218,outbreak
2219,e 
2220,coli
2221,bacteria
2222,washington
2223,state 
2224,california 
2225,colorado
2226,british
2227,columbia
2228,trace
2229,unpasteur
2230,appl
2231,juic
2232,manufactur
2233,natur
2234,juic
2235,maker
2236,odwalla
2237,inc 
2238,forty nin
2239,case
2240,reported 
2241,includ
2242,death
2243,small
2244,child 
2245,within
2246,24
2247,hours 
2248,odwalla
2249,confer
2250,fda
2251,washington
2252,state
2253,health
2254,officials 
2255,establish
2256,schedul
2257,daili
2258,press
2259,briefings 
2260,sent
2261,press
2262,releas
2263,announc
2264,recall 
2265,express
2266,remorse 
2267,concern
2268,apology 
2269,took
2270,respons
2271,anyon
2272,harm
2273,products 
2274,detail
2275,symptom
2276,e 
2277,coli
2278,poisoning 
2279,explain
2280,consum
2281,affect
2282,products 
2283,odwalla
2284,develop
2285, 
2286,help
2287,consult
2288, 
2289,effect
2290,thermal
2291,process
2292,would
2293,harm
2294,products 
2295,flavor
2296,product
2297,resumed 
2298,all
2299,step
2300,commun
2301,close
2302,relat
2303,media
2304,full pag
2305,newspap
2306,ads 
2307,mattel
2308,mattel
2309,inc  
2310,toy
2311,maker 
2312,plagu
2313,28
2314,product
2315,recal
2316,summer
2317,2007 
2318,among
2319,problem
2320,export
2321,china 
2322,face
2323,two
2324,product
2325,recal
2326,two
2327,weeks 
2328,the
2329,compani
2330, did
2331,everyth
2332,could
2333,get
2334,messag
2335,out 
2336,earn
2337,high
2338,mark
2339,consum
2340,retailers 
2341,though
2342,upset
2343,situation 
2344,appreci
2345,company 
2346,response 
2347,at
2348,mattel 
2349,7
2350,a m 
2351,recal
2352,announc
2353,feder
2354,officials 
2355,public
2356,relat
2357,staff
2358,16
2359,set
2360,call
2361,report
2362,40
2363,biggest
2364,media
