,Term
400,business 
401,how
402,firm
403,gener
404,valu
405,investors th
406,answer
407,mani
408,strateg
409,question
410,result
411,organization 
412,strategi
413,seri
414,specif
415,short term
416,long term
417,goal
418,object
419,relat
420,measures 
421,implement
422,the
423,second
424,major
425,process
426,strateg
427,manag
428,implementation 
429,involv
430,decis
431,regard
432,organization 
433,resourc
434, i e  
435,people 
436,process
437,it
438,systems 
439,align
440,mobil
441,toward
442,objectives 
443,implement
444,result
445,organization 
446,resourc
447,structur
448, such
449,product
450,servic
451,geography  
452,leadership
453,arrangements 
454,communication 
455,incentives 
456,monitor
457,mechan
458,track
459,progress
460,toward
461,objectives 
462,among
463,others run
464,day to day
465,oper
466,busi
467,often
468,refer
469, oper
470,management 
471,specif
472,term
473,key
474,depart
475,functions 
476, logist
477,management 
478, market
479,management  
480,take
481,strateg
482,manag
483,decis
484,implemented 
485,mani
486,definit
487,strategi
488,in
489,1988 
490,henri
491,mintzberg
492,describ
493,mani
494,differ
495,definit
496,perspect
497,strategi
498,reflect
499,academ
500,research
501,practice 
502,he
503,examin
504,strateg
505,process
506,conclud
507,much
508,fluid
509,unpredict
510,peopl
511,thought 
512,becaus
513,this 
514,could
515,point
516,one
517,process
518,could
519,call
520,strateg
521,planning 
522,instead
523,mintzberg
524,conclud
525,five
526,type
527,strategies 
528,strategi
529,plan
530, 
531,direct
532,cours
533,action
534,achiev
535,intend
536,set
537,goals 
538,similar
539,strateg
540,plan
541,concept 
542,strategi
543,pattern
544, 
545,consist
546,pattern
547,past
548,behavior 
549,strategi
550,realiz
551,time
552,rather
553,plan
554,intended 
555,where
556,realiz
557,pattern
558,differ
559,intent 
560,refer
561,strategi
562,emergent 
563,strategi
564,posit
565, 
566,locat
567,brands 
568,products 
569,compani
570,within
571,market 
572,base
573,conceptu
574,framework
575,consum
576,stakeholders 
577,strategi
578,determin
579,primarili
580,factor
581,outsid
582,firm 
583,strategi
584,ploy
585, 
586,specif
587,maneuv
588,intend
589,outwit
590,competitor 
591,strategi
592,perspect
593, 
594,execut
595,strategi
596,base
597, theori
598,business 
599,natur
600,extens
601,mindset
602,ideolog
603,perspect
604,organization in
605,1998 
606,mintzberg
607,develop
608,five
609,type
610,manag
611,strategi
612,10
613, school
614,thought 
615,group
616,three
617,categories 
618,the
619,first
620,group
621,normative 
622,it
623,consist
624,school
625,inform
626,design
627,conception 
628,formal
629,planning 
630,analyt
631,positioning 
632,the
633,second
634,group 
635,consist
636,six
637,schools 
638,concern
639,strateg
640,manag
641,actual
642,done 
643,rather
644,prescrib
645,optim
646,plan
647,positions 
648,the
649,six
650,school
651,entrepreneurial 
652,visionary 
653,cognitive 
654,learning adaptive emergent 
655,negotiation 
656,corpor
657,cultur
658,busi
659,environment 
660,the
661,third
662,final
663,group
664,consist
665,one
666,school 
667,configur
668,transform
669,school 
670,hybrid
671,school
672,organ
673,stages 
674,organiz
675,life
676,cycles 
677, episodes  michael
678,porter
679,defin
680,strategi
681,1980
682,    broad
683,formula
684,busi
685,go
686,compete 
687,goal
688,be 
689,polici
690,need
691,carri
692,goals 
693,    combin
694,end
695, goals 
696,firm
697,strive
698,mean
699, policies 
700,seek
701,get
702,there  
703,he
704,continu
705,that 
706, the
707,essenc
708,formul
709,competit
710,strategi
711,relat
712,compani
713,environment  complex
714,theorist
715,defin
716,strategi
717,unfold
718,intern
719,extern
720,aspect
721,organ
722,result
723,action
724,socio econom
725,context 
726,histor
727,develop
728,origin
729,the
730,strateg
731,manag
732,disciplin
733,origin
734,1950
735,1960s 
736,among
737,numer
738,earli
739,contributors 
740,influenti
741,peter
742,drucker 
743,philip
744,selznick 
745,alfr
746,chandler 
747,igor
748,ansoff 
749,bruce
750,henderson 
751,the
752,disciplin
753,draw
754,earlier
755,think
756,text
757, strategy 
758,date
759,back
760,thousand
761,years 
762,prior
763,1960 
764,term
765, strategy 
766,primarili
767,use
768,regard
769,war
770,politics 
771,business 
772,mani
773,compani
774,built
775,strateg
776,plan
777,function
778,develop
779,execut
780,formul
781,implement
782,process
783,1960s peter
784,drucker
785,prolif
786,manag
787,theorist
788,author
789,dozen
790,manag
791,books 
792,career
793,span
794,five
795,decades 
796,he
797,address
798,fundament
799,strateg
800,question
801,1954
802,book
803,the
804,practic
805,manag
806,writing 
807,    
808,first
809,respons
810,top
811,manag
812,ask
813,question
814, what
815,business  
816,make
817,sure
818,care
819,studi
820,correctli
821,answered  
822,he
823,wrote
824,answer
825,determin
826,customer 
827,he
828,recommend
829,eight
830,area
831,object
832,set 
833,market
834,standing 
835,innovation 
836,productivity 
837,physic
838,financi
839,resources 
840,worker
841,perform
842,attitude 
843,profitability 
844,manag
845,perform
846,development 
847,public
848,responsibility in
849,1957 
850,philip
851,selznick
852,initi
853,use
854,term
855, distinct
856,competence 
857,refer
858,navi
859,attempt
860,differenti
861,services 
862,he
863,also
864,formal
865,idea
866,match
867,organization 
868,intern
869,factor
870,extern
871,environment
872,circumstances 
873,thi
874,core
875,idea
876,develop
877,kenneth
878,r 
879,andrew
880,1963
881,call
882,swot
883,analysis 
884,strength
885,weak
886,firm
887,assess
888,light
889,opportun
890,threat
891,busi
892,environment 
893,alfr
894,chandler
895,recogn
896,import
897,coordin
898,manag
899,activ
900,all encompass
901,strategy 
902,interact
903,function
904,typic
905,handl
906,manag
907,relay
908,inform
909,back
910,forth
911,departments 
912,chandler
913,stress
914,import
915,take
916,long
917,term
918,perspect
919,look
920,future 
921,in
922,1962
923,ground
924,break
925,work
926,strategi
927,structure 
928,chandler
929,show
930,long term
931,coordin
932,strategi
933,necessari
934,give
935,compani
936,structure 
937,direct
938,focus 
939,he
940,say
941,concisely 
942, structur
943,follow
944,strategy  
945,chandler
946,wrote
947,that 
948, strategi
949,determin
950,basic
951,long term
952,goal
953,enterprise 
954,adopt
955,cours
956,action
957,alloc
958,resourc
959,necessari
960,carri
961,goals  
962,igor
963,ansoff
964,built
965,chandler 
966,work
967,ad
968,concept
969,invent
970,vocabulary 
971,he
972,develop
973,grid
974,compar
975,strategi
976,market
977,penetration 
978,product
979,development 
980,market
981,develop
982,horizont
983,vertic
984,integr
985,diversification 
986,he
987,felt
988,manag
989,could
990,use
991,grid
992,systemat
993,prepar
994,future 
995,in
996,1965
997,classic
998,corpor
999,strategy 
1000,develop
1001,gap
1002,analysi
1003,clarifi
1004,gap
1005,current
1006,realiti
1007,goal
1008,develop
1009,call
1010, gap
1011,reduc
1012,actions  
1013,ansoff
1014,wrote
1015,strateg
1016,manag
1017,three
1018,parts 
1019,strateg
1020,planning 
1021,skill
1022,firm
1023,convert
1024,plan
1025,reality 
1026,skill
1027,firm
1028,manag
1029,intern
1030,resist
1031,change bruc
1032,henderson 
1033,founder
1034,boston
1035,consult
1036,group 
1037,wrote
1038,concept
1039,experi
1040,curv
1041,1968 
1042,follow
1043,initi
1044,work
1045,begun
1046,1965 
1047,the
1048,experi
1049,curv
1050,refer
1051,hypothesi
1052,unit
1053,product
1054,cost
1055,declin
1056,20 30 
1057,everi
1058,time
1059,cumul
1060,product
1061,doubles 
1062,thi
1063,support
1064,argument
1065,achiev
1066,higher
1067,market
1068,share
1069,economi
1070,scale port
1071,wrote
1072,1980
1073,compani
1074,make
1075,choic
1076,scope
1077,type
1078,competit
1079,advantag
1080,seek
1081,achieve 
1082,whether
1083,lower
1084,cost
1085,differentiation 
1086,the
1087,idea
1088,strategi
1089,target
1090,particular
1091,industri
1092,custom
1093, i e  
1094,competit
1095,positions 
1096,differenti
1097,offer
1098,departur
1099,experience curv
1100,influenc
1101,strategi
1102,paradigm 
1103,focus
1104,larger
1105,scale
1106,lower
1107,cost 
1108,porter
1109,revis
1110,strategi
1111,paradigm
1112,1985 
1113,write
1114,superior
1115,perform
1116,process
1117,activ
1118,perform
1119,organ
1120,part
1121,valu
1122,chain
1123,foundat
1124,competit
1125,advantage 
1126,therebi
1127,outlin
1128,process
1129,view
1130,strategy 
1131,chang
1132,focu
1133,product
1134,market
1135,the
1136,direct
1137,strateg
1138,research
1139,also
1140,parallel
1141,major
1142,paradigm
1143,shift
1144,compani
1145,competed 
1146,specif
1147,shift
1148,product
1149,focu
1150,market
1151,focus 
1152,the
1153,prevail
1154,concept
1155,strategi
1156,1950
1157,creat
1158,product
1159,high
1160,technic
1161,quality 
1162,if
1163,creat
1164,product
1165,work
1166,well
1167,durable 
1168,assum
1169,would
1170,difficulti
1171,profiting 
1172,thi
1173,call
1174,product
1175,orientation 
1176,henri
1177,ford
1178,famous
1179,said
1180,model
1181,t
1182,car 
1183, ani
1184,custom
1185,car
1186,paint
1187,color
1188,wants 
1189,long
1190,black  manag
1191,theorist
1192,peter
1193,f
1194,drucker
1195,wrote
1196,1954
1197,custom
1198,defin
1199,busi
1200,organ
1201,in 
1202,in
1203,1960
1204,theodor
1205,levitt
1206,argu
1207,instead
1208,produc
1209,product
1210,tri
1211,sell
1212,customer 
1213,busi
1214,start
1215,customer 
1216,find
1217,wanted 
1218,produc
1219,them 
1220,the
1221,fallaci
1222,product
1223,orient
1224,also
1225,refer
1226,market
1227,myopia
1228,articl
1229,name
1230,levitt ov
1231,time 
1232,custom
1233,becam
1234,drive
1235,forc
1236,behind
1237,strateg
1238,busi
1239,decisions 
1240,thi
1241,market
1242,concept 
1243,decad
1244,sinc
1245,introduction 
1246,reformul
1247,repackag
1248,name
1249,includ
1250,market
1251,orientation 
1252,custom
1253,orientation 
1254,custom
1255,intimacy 
1256,custom
1257,focus 
1258,customer driven
1259,market
1260,focus 
1261,jim
1262,collin
1263,wrote
1264,1997
1265,strateg
1266,frame
1267,refer
1268,expand
1269,focus
1270,compani
1271,exist
1272,rather
1273,makes 
1274,in
1275,2001 
1276,recommend
1277,organ
1278,defin
1279,base
1280,three
1281,key
1282,questions 
1283,what
1284,passion
1285,about 
1286,what
1287,best
1288,world
1289,at 
1290,what
1291,drive
1292,econom
1293,engine 
1294,natur
1295,strategi
1296,in
1297,1985 
1298,professor
1299,ellen
1300,earle chaffe
1301,summar
1302,thought
1303,main
1304,element
1305,strateg
1306,manag
1307,theori
1308,consensu
1309,gener
1310,exist
1311,1970s 
1312,write
1313,strateg
1314,management 
1315,involv
1316,adapt
1317,organ
1318,busi
1319,environment 
1320,is
1321,fluid
1322,complex 
1323,chang
1324,creat
1325,novel
1326,combin
1327,circumst
1328,requir
1329,unstructur
1330,non repetit
1331,responses 
1332,affect
1333,entir
1334,organ
1335,provid
1336,direction 
1337,involv
1338,strategi
1339,formul
1340,process
1341,also
1342,implement
1343,content
1344,strategy 
1345,may
1346,plan
1347, intended 
1348,unplan
1349, emergent  
1350,is
1351,done
1352,sever
1353,levels 
1354,overal
1355,corpor
1356,strategy 
1357,individu
1358,busi
1359,strategies 
1360,involv
1361,conceptu
1362,analyt
1363,thought
1364,processes chaffe
1365,wrote
1366,research
1367,point
1368,cover
1369,three
1370,model
1371,strategy 
1372,mutual
1373,exclusive 
1374,linear
1375,strategy 
1376,a
1377,plan
1378,determin
1379,goals 
1380,initiatives 
1381,alloc
1382,resources 
1383,along
1384,line
1385,chandler
1386,definit
1387,above 
1388,thi
1389,consist
1390,strateg
1391,plan
1392,approach
1393,may
1394,long
1395,plan
1396,horizon 
1397,the
1398,strategist
1399, deal
1400,with 
1401,environ
1402,central
1403,concern 
1404,adapt
1405,strategy 
1406,in
1407,model 
1408,organization 
1409,goal
1410,activ
1411,primarili
1412,concern
1413,adapt
1414,environment 
1415,analog
1416,biolog
1417,organism 
1418,the
1419,need
1420,continu
1421,adapt
1422,reduc
1423,elimin
1424,plan
1425,window 
1426,there
1427,focu
1428,mean
1429, resourc
1430,mobil
1431,address
1432,environment 
1433,rather
1434,end
1435, goals  
1436,strategi
1437,less
1438,central
1439,linear
1440,model 
1441,interpret
1442,strategy 
1443,a
1444,recent
1445,less
1446,develop
1447,model
1448,linear
1449,adapt
1450,models 
1451,interpret
1452,strategi
1453,concern
1454, orient
1455,metaphor
1456,construct
1457,purpos
1458,conceptu
1459,guid
1460,individu
1461,attitud
1462,organiz
1463,participants  
1464,the
1465,aim
1466,interpret
1467,strategi
1468,legitimaci
1469,credibl
1470,mind
1471,stakeholders 
1472,it
1473,place
1474,emphasi
1475,symbol
1476,languag
1477,influenc
1478,mind
1479,customers 
1480,rather
1481,physic
1482,product
1483,organization 
1484,concept
1485,framework
1486,the
1487,progress
1488,strategi
1489,sinc
1490,1960
1491,chart
1492,varieti
1493,framework
1494,concept
1495,introduc
1496,manag
1497,consult
1498,academics 
1499,these
1500,reflect
1501,increas
1502,focu
1503,cost 
1504,competit
1505,customers 
1506,these
1507, 3
1508,cs 
1509,illumin
1510,much
1511,robust
1512,empir
1513,analysi
1514,ever mor
1515,granular
1516,level
1517,detail 
1518,industri
1519,organ
1520,disaggreg
1521,busi
1522,units 
1523,activities 
1524,processes 
1525,individu
1526,search
1527,sourc
1528,competit
1529,advantage 
1530,swot
1531,analysi
1532,by
1533,1960s 
1534,capston
1535,busi
1536,polici
1537,cours
1538,harvard
1539,busi
1540,school
1541,includ
1542,concept
1543,match
1544,distinct
1545,compet
1546,compani
1547, it
1548,intern
1549,strength
1550,weaknesses 
1551,environ
1552, extern
1553,opportun
1554,threats 
1555,context
1556,objectives 
1557,thi
1558,framework
1559,came
1560,known
1561,acronym
1562,swot
1563, a
1564,major
1565,step
1566,forward
1567,bring
1568,explicitli
1569,competit
1570,think
1571,bear
1572,question
1573,strategy  
1574,kenneth
1575,r 
1576,andrew
1577,help
1578,popular
1579,framework
1580,via
1581,1963
1582,confer
1583,remain
1584,commonli
1585,use
1586,practice 
1587,experi
1588,curv
1589,the
1590,experi
1591,curv
1592,develop
1593,boston
1594,consult
1595,group
1596,1966 
1597,it
1598,hypothesi
1599,total
1600,per
1601,unit
1602,cost
1603,declin
1604,systemat
1605,much
1606,15 25 
1607,everi
1608,time
1609,cumul
1610,product
1611, i e  
1612, experience  
1613,doubles 
1614,it
1615,empir
1616,confirm
1617,firm
1618,variou
1619,point
1620,history 
1621,cost
1622,declin
1623,due
1624,varieti
1625,factors 
1626,learn
1627,curve 
1628,substitut
1629,labor
1630,capit
1631, automation  
1632,technolog
1633,sophistication 
1634,author
1635,walter
1636,kiechel
1637,wrote
1638,reflect
1639,sever
1640,insights 
1641,including 
1642,a
1643,compani
1644,alway
1645,improv
1646,cost
1647,structure 
1648,competitor
1649,vari
1650,cost
1651,posit
1652,base
1653,experience 
1654,firm
1655,could
1656,achiev
1657,lower
1658,cost
1659,higher
1660,market
1661,share 
1662,attain
1663,competit
1664,advantage 
1665,an
1666,increas
1667,focu
1668,empir
1669,analysi
1670,cost
1671,processes 
1672,concept
1673,author
1674,kiechel
1675,refer
1676, greater
1677,taylorism  kiechel
1678,wrote
1679,2010 
1680, the
1681,experi
1682,curv
1683,was 
1684,simply 
1685,import
1686,concept
1687,launch
1688,strategi
1689,revolution   with
1690,experi
1691,curve 
1692,strategi
1693,revolut
1694,began
1695,insinu
1696,acut
1697,awar
1698,competit
1699,corpor
1700,consciousness  
1701,prior
1702,1960s 
1703,word
1704,competit
1705,rare
1706,appear
1707,promin
1708,manag
1709,literature 
1710,u s 
1711,compani
1712,face
1713,consider
1714,less
1715,competit
1716,focu
1717,perform
1718,rel
1719,peers 
1720,further 
1721,experi
1722,curv
1723,provid
1724,basi
1725,retail
1726,sale
1727,busi
1728,ideas 
1729,help
1730,drive
1731,manag
1732,consult
1733,industry 
1734,corpor
1735,strategi
1736,portfolio
1737,theori
1738,the
1739,concept
1740,corpor
1741,portfolio
1742,busi
1743,units 
1744,plot
1745,graphic
1746,base
1747,market
1748,share
1749, a
1750,measur
1751,competit
1752,posit
1753,rel
1754,peers 
1755,industri
1756,growth
1757,rate
1758, a
1759,measur
1760,industri
1761,attractiveness  
1762,summar
1763,growth shar
1764,matrix
1765,develop
1766,boston
1767,consult
1768,group
1769,around
1770,1970 
1771,by
1772,1979 
1773,one
1774,studi
1775,estim
1776,45 
1777,fortun
1778,500
1779,compani
1780,use
1781,variat
1782,matrix
1783,strateg
1784,planning 
1785,thi
1786,framework
1787,help
1788,compani
1789,decid
1790,invest
1791,resourc
1792, i e  
1793,high
1794,market
1795,share 
1796,high
1797,growth
1798,businesses 
1799,busi
1800,divest
1801, i e  
1802,low
1803,market
1804,share 
1805,low
1806,growth
1807,businesses  port
1808,wrote
1809,1987
1810,corpor
1811,strategi
1812,involv
1813,two
1814,questions 
1815,1 
1816,what
1817,busi
1818,corpor
1819,in 
1820,2 
1821,how
1822,corpor
1823,offic
1824,manag
1825,busi
1826,units 
1827,he
1828,mention
1829,four
1830,concept
1831,corpor
1832,strategy 
1833,latter
1834,three
1835,use
1836,together 
1837,portfolio
1838,theory 
1839,a
1840,strategi
1841,base
1842,primarili
1843,diversif
1844,acquisition 
1845,the
1846,corpor
1847,shift
1848,resourc
1849,among
1850,unit
1851,monitor
1852,perform
1853,busi
1854,unit
1855,leaders 
1856,each
1857,unit
1858,gener
1859,run
1860,autonomously 
1861,limit
1862,interfer
1863,corpor
1864,center
1865,provid
1866,goal
1867,met 
1868,restructuring 
1869,the
1870,corpor
1871,offic
1872,acquir
1873,activ
1874,interven
1875,busi
1876,detect
1877,potential 
1878,often
1879,replac
1880,manag
1881,implement
1882,new
1883,busi
1884,strategy 
1885,transfer
1886,skills 
1887,import
1888,manageri
1889,skill
1890,organiz
1891,capabl
1892,essenti
1893,spread
1894,multipl
1895,businesses 
1896,the
1897,skill
1898,must
1899,necessari
1900,competit
1901,advantage 
1902,share
1903,activities 
1904,abil
1905,combin
1906,corpor
1907,leverag
1908,central
1909,functions 
1910,sales 
1911,finance 
1912,etc 
1913,therebi
1914,reduc
1915,costs oth
1916,techniqu
1917,develop
1918,analyz
1919,relationship
1920,element
1921,portfolio 
1922,the
1923,growth shar
1924,matrix 
1925,part
1926,b c g 
1927,analysis 
1928,follow
1929,g e 
1930,multi
1931,factor
1932,model 
1933,develop
1934,gener
1935,electric 
1936,compani
1937,continu
1938,diversifi
1939,conglomer
1940,1980s 
1941,deregul
1942,less
1943,restrict
1944,anti trust
1945,environ
1946,led
1947,view
1948,portfolio
1949,oper
1950,divis
1951,differ
1952,industri
1953,worth
1954,mani
1955,independ
1956,companies 
1957,lead
1958,breakup
1959,mani
1960,conglomerates 
1961,while
1962,popular
1963,portfolio
1964,theori
1965,wax
1966,waned 
1967,key
1968,dimens
1969,consid
1970, industri
1971,attract
1972,competit
1973,position 
1974,remain
1975,central
1976,strategy 
1977,competit
1978,advantag
1979,in
1980,1980 
1981,porter
1982,defin
1983,two
1984,type
1985,competit
1986,advantag
1987,organ
1988,achiev
1989,rel
1990,rivals 
1991,lower
1992,cost
1993,differentiation 
1994,thi
1995,advantag
1996,deriv
1997,attribute s 
1998,allow
1999,organ
2000,outperform
2001,competition 
2002,superior
2003,market
2004,position 
2005,skills 
2006,resources 
2007,in
2008,porter 
2009,view 
2010,strateg
2011,manag
2012,concern
2013,build
2014,sustain
2015,competit
2016,advantage 
2017,industri
2018,structur
2019,profit
2020,porter
2021,develop
2022,framework
2023,analyz
2024,profit
2025,industri
2026,profit
2027,divid
2028,among
2029,particip
2030,1980 
2031,in
2032,five
2033,forc
2034,analysi
2035,identifi
2036,forc
2037,shape
2038,industri
2039,structur
2040,environment 
2041,the
2042,framework
2043,involv
2044,bargain
2045,power
2046,buyer
2047,suppliers 
2048,threat
2049,new
2050,entrants 
2051,avail
2052,substitut
2053,products 
2054,competit
2055,rivalri
2056,firm
2057,industry 
2058,these
2059,forc
2060,affect
2061,organization 
2062,abil
2063,rais
2064,price
2065,well
2066,cost
2067,input
2068, such
2069,raw
2070,materials 
2071,processes th
2072,five
2073,forc
2074,framework
2075,help
2076,describ
2077,firm
2078,use
2079,forc
2080,obtain
2081,sustain
2082,competit
2083,advantage 
2084,either
2085,lower
2086,cost
2087,differentiation 
2088,compani
2089,maxim
2090,profit
2091,compet
2092,industri
2093,favor
2094,structure 
2095,competitor
2096,take
2097,step
2098,grow
2099,overal
2100,profit
2101,industry 
2102,take
2103,profit
2104,away
2105,part
2106,industri
2107,structure 
2108,porter
2109,modifi
2110,chandler 
2111,dictum
2112,structur
2113,follow
2114,strategi
2115,introduc
2116,second
2117,level
2118,structure 
2119,organiz
2120,structur
2121,follow
2122,strategy 
2123,turn
2124,follow
2125,industri
2126,structure 
2127,gener
2128,competit
2129,strategi
2130,porter
2131,wrote
2132,1980
2133,strategi
2134,target
2135,either
2136,cost
2137,leadership 
2138,differentiation 
2139,focus 
2140,these
2141,known
2142,porter 
2143,three
2144,gener
2145,strategi
2146,appli
2147,size
2148,form
2149,business 
2150,porter
2151,claim
2152,compani
2153,must
2154,choos
2155,one
2156,three
2157,risk
2158,busi
2159,would
2160,wast
2161,preciou
2162,resources 
2163,porter 
2164,gener
2165,strategi
2166,detail
2167,interact
2168,cost
2169,minim
2170,strategies 
2171,product
2172,differenti
2173,strategies 
2174,market
2175,focu
2176,strategies 
2177,porter
2178,describ
2179,industri
2180,multipl
2181,segment
2182,target
2183,firm 
2184,the
2185,breadth
2186,target
2187,refer
2188,competit
2189,scope
2190,business 
2191,porter
2192,defin
2193,two
2194,type
2195,competit
2196,advantage 
2197,lower
2198,cost
2199,differenti
2200,rel
2201,rivals 
2202,achiev
2203,competit
2204,advantag
2205,result
2206,firm 
2207,abil
2208,cope
2209,five
2210,forc
2211,better
2212,rivals 
2213,porter
2214,wrote 
2215,  a chiev
2216,competit
2217,advantag
2218,requir
2219,firm
2220,make
2221,choice   about
2222,type
2223,competit
2224,advantag
2225,seek
2226,attain
2227,scope
2228,within
2229,attain
2230,it  
2231,he
2232,also
2233,wrote 
2234, the
2235,two
2236,basic
2237,type
2238,competit
2239,advantag
2240, differenti
2241,lower
2242,cost 
2243,combin
2244,scope
2245,activ
2246,firm
2247,seek
2248,achiev
2249,lead
2250,three
2251,gener
2252,strategi
2253,achiev
2254,averag
2255,perform
2256,industry 
2257,cost
2258,leadership 
2259,differenti
2260,focus 
2261,the
2262,focu
2263,strategi
2264,two
2265,variants 
2266,cost
2267,focu
2268,differenti
2269,focus  th
2270,concept
2271,choic
2272,differ
2273,perspect
2274,strategy 
2275,1970
2276,paradigm
2277,pursuit
2278,market
2279,share
2280, size
2281,scale 
2282,influenc
2283,experi
2284,curve 
2285,compani
2286,pursu
2287,highest
2288,market
2289,share
2290,posit
2291,achiev
2292,cost
2293,advantag
2294,fit
2295,porter 
2296,cost
2297,leadership
2298,gener
2299,strategy 
2300,concept
2301,choic
2302,regard
2303,differenti
2304,focu
2305,repres
2306,new
2307,perspective 
2308,valu
2309,chain
2310,porter 
2311,1985
2312,descript
2313,valu
2314,chain
2315,refer
2316,chain
2317,activ
2318, process
2319,collect
2320,processes 
2321,organ
2322,perform
2323,order
2324,deliv
2325,valuabl
2326,product
2327,servic
2328,market 
2329,these
2330,includ
2331,function
2332,inbound
2333,logistics 
2334,operations 
2335,outbound
2336,logistics 
2337,market
2338,sales 
2339,service 
2340,support
2341,system
2342,technolog
2343,infrastructure 
2344,by
2345,align
2346,variou
2347,activ
2348,valu
2349,chain
2350,organization 
2351,strategi
2352,coher
2353,way 
2354,firm
2355,achiev
2356,competit
2357,advantage 
2358,porter
2359,also
2360,wrote
2361,strategi
2362,intern
2363,consist
2364,configur
2365,activ
2366,differenti
2367,firm
2368,rivals 
2369,a
2370,robust
2371,competit
2372,posit
2373,cumul
2374,mani
2375,activ
2376,fit
2377,coher
2378,together port
2379,wrote
2380,1985 
2381, competit
2382,advantag
2383,cannot
2384,understood
2385,look
2386,firm
2387,whole 
2388,it
2389,stem
2390,mani
2391,discret
2392,activ
